microsoft,jlaise4x@de.vu,2017-05-11,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
apple,asnellingg7@com.com,2017-07-26,I can't come into the office today I will be sick at home with a fever.
apple,sflacknellfe@ca.gov,2017-02-06,You are a great addition to the company. Keep up the good work.
apple,csealeyjk@google.com,2017-02-09,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,odulwitch10@bloomberg.com,2017-02-23,I can't come into the office today I will be sick at home with a fever.
microsoft,dlynock4c@woothemes.com,2017-09-26,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
amazon,ctremonte87@yolasite.com,2017-01-01,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,bharcecn@unc.edu,2017-07-19,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
microsoft,kditzel57@ebay.com,2017-04-13,I love everyone and everything about this company and the world and pizza!
google,dandrzejal@mit.edu,2017-02-25,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,kdrewclifton5p@mayoclinic.com,2017-01-02,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
google,mtettleym@biglobe.ne.jp,2017-03-27,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,tmartenaj@parallels.com,2017-08-25,I love everyone and everything about this company and the world and pizza!
amazon,mstockford1c@nsw.gov.au,2017-10-01,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,vdiwell1@typepad.com,2017-04-21,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,lmockesdd@patch.com,2017-02-28,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
google,sboakesef@seesaa.net,2017-10-31,You are a great addition to the company. Keep up the good work.
google,edelgardo0@yale.edu,2017-05-31,You are a great addition to the company. Keep up the good work.
apple,afurbygq@google.es,2017-05-17,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,valpesq7@microsoft.com,2017-09-16,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
apple,dgiraudatj2@nydailynews.com,2017-03-20,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,csegar3@joomla.org,2017-04-05,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
ea,jrubinowfw@craigslist.org,2017-10-04,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
ea,rwoollastonha@state.tx.us,2017-01-31,I love everyone and everything about this company and the world and pizza!
microsoft,bcopnellnb@naver.com,2017-02-24,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
google,ntirer1@eepurl.com,2017-10-14,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,svallintinelu@printfriendly.com,2017-11-06,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,gendle14@domainmarket.com,2017-01-08,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
google,jiozefovichd3@pbs.org,2017-09-21,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,bpinchonll@harvard.edu,2017-11-13,I love everyone and everything about this company and the world and pizza!
amazon,apawleyrc@imageshack.us,2017-05-07,I love everyone and everything about this company and the world and pizza!
google,scaretterk@nationalgeographic.com,2017-09-16,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
google,ncrang2@php.net,2017-11-23,You are a great addition to the company. Keep up the good work.
ea,awalkdenm7@biblegateway.com,2017-10-16,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
microsoft,gwhieldonmg@flavors.me,2017-03-14,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,echrestienle@seesaa.net,2017-08-25,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,jmalimoelr@telegraph.co.uk,2017-09-22,We did It everybody! We broke 100K follows on the company's youtube channel!
apple,ijefferydf@mit.edu,2017-07-18,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,rpapezrh@twitpic.com,2017-07-03,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
apple,grichesbs@mail.ru,2017-10-20,I can't come into the office today I will be sick at home with a fever.
apple,fglasscoe4q@ow.ly,2017-04-10,I can't come into the office today I will be sick at home with a fever.
amazon,awestmorland9t@google.com,2017-03-07,You are a great addition to the company. Keep up the good work.
google,cmacritchiei6@usatoday.com,2017-10-17,You are a great addition to the company. Keep up the good work.
amazon,yhehnke40@zdnet.com,2017-04-04,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,vbridgensp3@prweb.com,2017-06-06,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,hparzisa3@bigcartel.com,2017-02-18,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
microsoft,ktampinmc@studiopress.com,2017-06-22,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
ea,astichelmf@cbslocal.com,2017-12-27,We did It everybody! We broke 100K follows on the company's youtube channel!
google,cdenzilownq@meetup.com,2017-07-18,I love everyone and everything about this company and the world and pizza!
apple,jadriaanqc@yale.edu,2017-04-06,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,edearnleys@xinhuanet.com,2017-09-22,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,gdeemanp6@livejournal.com,2017-04-08,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
microsoft,dredfernecv@earthlink.net,2017-04-30,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
amazon,amatterseyek@gmpg.org,2017-11-17,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
ea,kdunstonmb@taobao.com,2017-09-09,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,rmaraga7f@nytimes.com,2017-09-17,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,rpunshona6@meetup.com,2017-08-19,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,ecurleyiu@is.gd,2017-11-02,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,fgainsford7c@google.fr,2017-09-04,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
google,fbrennenstuhlhb@columbia.edu,2017-02-11,I love everyone and everything about this company and the world and pizza!
amazon,htoms4d@technorati.com,2017-05-01,Can we get some beer in the office Frank keeps on drinking all of the beer.
amazon,cropking65@who.int,2017-10-10,I can't come into the office today I will be sick at home with a fever.
google,sdominy93@acquirethisname.com,2017-01-21,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,gsorrillnm@nba.com,2017-12-12,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
microsoft,vbirckmannd6@patch.com,2017-03-16,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
microsoft,bthinngc@yolasite.com,2017-12-26,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
google,ppegdenx@tmall.com,2017-05-14,I love everyone and everything about this company and the world and pizza!
amazon,eburchess9d@illinois.edu,2017-06-24,Can we get some beer in the office Frank keeps on drinking all of the beer.
amazon,jmcreath6m@about.me,2017-04-28,You are a great addition to the company. Keep up the good work.
google,fbeacroftpu@oaic.gov.au,2017-01-10,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,mmotionq@microsoft.com,2017-01-22,I can't come into the office today I will be sick at home with a fever.
amazon,cmccamishbg@wikimedia.org,2017-05-25,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
microsoft,ecaveyjl@yahoo.co.jp,2017-01-22,I can't come into the office today I will be sick at home with a fever.
ea,mjohananovh7@springer.com,2017-12-12,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
apple,ojolliffei@blog.com,2017-03-03,You are a great addition to the company. Keep up the good work.
apple,sevec6@reference.com,2017-11-08,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,dwhitemarshec@tripod.com,2017-11-21,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
google,boffellpk@noaa.gov,2017-10-26,Can we get some beer in the office Frank keeps on drinking all of the beer.
amazon,kiffe1r@ox.ac.uk,2017-11-15,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,plucketthc@usnews.com,2017-03-08,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,jprovisch@freewebs.com,2017-11-15,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,tsictorneshl@tinypic.com,2017-10-21,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
amazon,gwiltonq9@goo.gl,2017-09-13,You are a great addition to the company. Keep up the good work.
google,astreatfeildej@live.com,2017-03-14,You are a great addition to the company. Keep up the good work.
google,dliffm4@unc.edu,2017-03-12,You are a great addition to the company. Keep up the good work.
ea,aupstoneb2@boston.com,2017-03-08,You are a great addition to the company. Keep up the good work.
apple,asotworthla@over-blog.com,2017-11-14,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,aeverson34@phoca.cz,2017-06-27,I love everyone and everything about this company and the world and pizza!
google,omcpaike82@weibo.com,2017-02-20,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,mransondu@washingtonpost.com,2017-07-13,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,mclayton78@addthis.com,2017-07-24,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,msammsgj@amazon.com,2017-08-03,We did It everybody! We broke 100K follows on the company's youtube channel!
google,bokelly98@google.co.uk,2017-12-05,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,jheigoldez@senate.gov,2017-09-17,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,talvara8@theatlantic.com,2017-02-20,I love everyone and everything about this company and the world and pizza!
apple,mgrimoldbye0@netscape.com,2017-05-21,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
google,hgorce9a@trellian.com,2017-07-10,You are a great addition to the company. Keep up the good work.
amazon,bmoleii@dedecms.com,2017-05-14,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,ttattershawa9@sitemeter.com,2017-04-09,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
google,rroadknight9g@mayoclinic.com,2017-10-29,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
ea,mklaggemanfs@army.mil,2017-01-13,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,jcollymore4a@4shared.com,2017-08-12,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,cespadate9v@npr.org,2017-07-23,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,cbampford72@answers.com,2017-12-03,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,csynnot8e@ocn.ne.jp,2017-02-16,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,adrakeqy@go.com,2017-02-08,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,rthurnham7o@multiply.com,2017-09-20,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,cpiche17@edublogs.org,2017-09-23,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,ehuncoteca@dyndns.org,2017-10-05,You are a great addition to the company. Keep up the good work.
google,helcoatepl@live.com,2017-07-23,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
amazon,breefot@angelfire.com,2017-03-24,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,mcodlingja@discuz.net,2017-09-23,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,abockhbn@miitbeian.gov.cn,2017-01-17,You are a great addition to the company. Keep up the good work.
amazon,nfrankhamqu@craigslist.org,2017-11-30,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,briddiford9i@rambler.ru,2017-05-28,You are a great addition to the company. Keep up the good work.
google,tvaz6s@shutterfly.com,2017-12-20,I can't come into the office today I will be sick at home with a fever.
amazon,bbrosinieg@joomla.org,2017-05-25,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,gohartigan9m@ebay.co.uk,2017-06-10,I can't come into the office today I will be sick at home with a fever.
apple,afitchenkc@devhub.com,2017-07-20,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,rpullanib@cnet.com,2017-10-07,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,bsanziooj@comcast.net,2017-08-28,I love everyone and everything about this company and the world and pizza!
microsoft,gbreffitte4@networksolutions.com,2017-08-29,I love everyone and everything about this company and the world and pizza!
google,arubenovic1b@pbs.org,2017-08-15,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,smaddyson5z@tripod.com,2017-06-09,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,jlyptratt68@cargocollective.com,2017-05-29,I love everyone and everything about this company and the world and pizza!
amazon,jmackimmiekd@ebay.com,2017-03-05,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
apple,sleathlay63@histats.com,2017-07-12,I love everyone and everything about this company and the world and pizza!
google,scraterel2@usda.gov,2017-03-18,I love everyone and everything about this company and the world and pizza!
microsoft,ehamlingtoneb@who.int,2017-07-27,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,aabramskyjn@seesaa.net,2017-05-02,You are a great addition to the company. Keep up the good work.
ea,mmcasgill45@gov.uk,2017-10-27,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
amazon,iorrow2w@utexas.edu,2017-07-10,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,htwinberrow2h@accuweather.com,2017-03-17,I love everyone and everything about this company and the world and pizza!
amazon,lwidmorehv@microsoft.com,2017-01-18,I love everyone and everything about this company and the world and pizza!
microsoft,adaybellny@so-net.ne.jp,2017-09-01,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
ea,hodoraner@un.org,2017-06-27,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
apple,cmacilory9p@cpanel.net,2017-02-01,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,awinneyld@spiegel.de,2017-06-27,You are a great addition to the company. Keep up the good work.
amazon,asacco88@shutterfly.com,2017-09-15,You are a great addition to the company. Keep up the good work.
apple,bsneathah@altervista.org,2017-06-30,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,dbarnwallpd@senate.gov,2017-03-15,I love everyone and everything about this company and the world and pizza!
amazon,rbilliefc@t.co,2017-10-02,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,dgaraghanc0@mtv.com,2017-05-13,You are a great addition to the company. Keep up the good work.
microsoft,fdurhamiz@163.com,2017-04-09,Can we get some beer in the office Frank keeps on drinking all of the beer.
amazon,zajean1y@csmonitor.com,2017-09-13,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,aheninghem7q@scientificamerican.com,2017-08-18,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,glambornfd@hexun.com,2017-10-16,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
microsoft,jleggisgk@unicef.org,2017-07-01,I love everyone and everything about this company and the world and pizza!
amazon,wsimkohx@linkedin.com,2017-03-02,I can't come into the office today I will be sick at home with a fever.
apple,tshenfish8h@answers.com,2017-10-11,We did It everybody! We broke 100K follows on the company's youtube channel!
google,jkestenb6@techcrunch.com,2017-04-23,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
amazon,agrinleyjc@mozilla.org,2017-06-28,We did It everybody! We broke 100K follows on the company's youtube channel!
google,yiveaghak@exblog.jp,2017-07-30,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
microsoft,ttwinebr@g.co,2017-01-06,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
microsoft,oheistermann5o@ameblo.jp,2017-04-22,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,wletteresely@netvibes.com,2017-11-27,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
google,nandreaf1@nationalgeographic.com,2017-11-09,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
apple,crandalsjd@rambler.ru,2017-02-22,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,onotelz@comsenz.com,2017-02-06,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
microsoft,tstoresei@about.com,2017-03-22,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
microsoft,bwhales51@stanford.edu,2017-12-17,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
microsoft,ccudbertsonbh@google.com,2017-06-06,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,erulten2c@youtube.com,2017-01-08,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,cnoltonz@seattletimes.com,2017-03-25,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,bcuesta13@meetup.com,2017-09-08,I love everyone and everything about this company and the world and pizza!
google,twithullgw@meetup.com,2017-07-08,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,nbilyardjw@google.com.br,2017-02-12,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,flebbonr0@miitbeian.gov.cn,2017-11-08,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
amazon,chaironmq@scientificamerican.com,2017-04-12,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
google,jgoeringnl@scribd.com,2017-05-18,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
ea,dgunstone4y@hibu.com,2017-02-24,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
ea,ldeaguirre3z@comcast.net,2017-12-31,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,whubnerad@artisteer.com,2017-11-16,You are a great addition to the company. Keep up the good work.
google,ddyballh2@princeton.edu,2017-11-04,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
ea,vwegnerrr@yolasite.com,2017-04-21,I love everyone and everything about this company and the world and pizza!
google,ddebellisoh@arizona.edu,2017-11-15,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,tdabney6d@ocn.ne.jp,2017-02-08,I can't come into the office today I will be sick at home with a fever.
amazon,pcritchleyb3@nyu.edu,2017-05-31,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
google,boboylenk@census.gov,2017-03-19,You are a great addition to the company. Keep up the good work.
google,sballintyne5n@nsw.gov.au,2017-03-22,You are a great addition to the company. Keep up the good work.
ea,galesid5@webmd.com,2017-09-16,Can we get some beer in the office Frank keeps on drinking all of the beer.
amazon,rgarlichy@woothemes.com,2017-07-25,You are a great addition to the company. Keep up the good work.
amazon,kkoppenqa@scientificamerican.com,2017-03-24,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,ndellenbrook7w@merriam-webster.com,2017-12-28,We did It everybody! We broke 100K follows on the company's youtube channel!
apple,rmiramsi3@kickstarter.com,2017-03-06,Can we get some beer in the office Frank keeps on drinking all of the beer.
amazon,epellman85@myspace.com,2017-01-05,I love everyone and everything about this company and the world and pizza!
amazon,ldomencl0@webs.com,2017-08-11,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
amazon,sdomleoap@plala.or.jp,2017-06-28,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
ea,ktaptonhh@prnewswire.com,2017-10-19,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,edulieu9l@amazon.co.uk,2017-10-29,I love everyone and everything about this company and the world and pizza!
ea,mcromettj7@angelfire.com,2017-06-04,I can't come into the office today I will be sick at home with a fever.
microsoft,jgreenleyl5@dagondesign.com,2017-03-10,I can't come into the office today I will be sick at home with a fever.
amazon,kfairebrotherma@apple.com,2017-12-24,I love everyone and everything about this company and the world and pizza!
apple,qbosenworthos@apple.com,2017-12-13,You are a great addition to the company. Keep up the good work.
apple,lmessager21@bbc.co.uk,2017-09-09,You are a great addition to the company. Keep up the good work.
microsoft,tanthoini2@ebay.com,2017-01-22,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,challattjg@google.nl,2017-07-22,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,djestas@ameblo.jp,2017-10-04,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
google,sbeadlepc@tamu.edu,2017-03-26,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
microsoft,mpearcea0@hud.gov,2017-12-31,You are a great addition to the company. Keep up the good work.
google,tgagejb@mac.com,2017-10-27,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
apple,csyerspb@seesaa.net,2017-09-23,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,candresscb@instagram.com,2017-05-29,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
ea,ykubica3c@ox.ac.uk,2017-08-08,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,jcawsyis@google.cn,2017-08-14,You are a great addition to the company. Keep up the good work.
amazon,mjanuarystj8@reference.com,2017-11-27,You are a great addition to the company. Keep up the good work.
ea,ihutcheonsrl@hao123.com,2017-12-12,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,emassingberd91@taobao.com,2017-01-10,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
apple,jtorrafp@who.int,2017-05-26,I love everyone and everything about this company and the world and pizza!
microsoft,mansty8n@moonfruit.com,2017-01-05,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,hdugdalem5@gravatar.com,2017-05-22,You are a great addition to the company. Keep up the good work.
microsoft,ggwinnnx@furl.net,2017-07-08,We did It everybody! We broke 100K follows on the company's youtube channel!
apple,mloxstonbl@opera.com,2017-08-03,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,bburtonwood5j@ibm.com,2017-08-25,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,clockyearbe@1und1.de,2017-09-23,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,ssommerlyq3@pcworld.com,2017-10-01,You are a great addition to the company. Keep up the good work.
microsoft,jskoggingsd2@wikia.com,2017-12-27,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,gcopperwaitec2@gmpg.org,2017-12-12,I love everyone and everything about this company and the world and pizza!
google,lnollet2r@admin.ch,2017-10-20,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
google,roscanlan66@ox.ac.uk,2017-02-25,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
ea,bdelamar1p@bloglines.com,2017-03-31,I can't come into the office today I will be sick at home with a fever.
google,cdenzilow8v@ycombinator.com,2017-01-06,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
microsoft,wfudge41@typepad.com,2017-01-25,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
ea,jlaughlineu@fda.gov,2017-05-01,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
microsoft,mholdrenp8@opera.com,2017-10-31,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,aworthingqs@upenn.edu,2017-04-27,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,rskottlec1@about.com,2017-02-08,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,lfenbyde@weebly.com,2017-09-23,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
ea,athiesnj@amazon.co.jp,2017-01-25,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,ablaydesa1@cbc.ca,2017-03-26,You are a great addition to the company. Keep up the good work.
google,zhourihane44@themeforest.net,2017-01-21,We did It everybody! We broke 100K follows on the company's youtube channel!
apple,gdeatta8i@spotify.com,2017-07-21,You are a great addition to the company. Keep up the good work.
amazon,bcastelijnm8@fda.gov,2017-11-21,We did It everybody! We broke 100K follows on the company's youtube channel!
apple,lportigallok@de.vu,2017-05-31,You are a great addition to the company. Keep up the good work.
ea,dwaitlandqk@omniture.com,2017-12-08,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,aollerheadfq@gmpg.org,2017-01-25,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
ea,dstocking9@nydailynews.com,2017-05-14,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,edruittae@ed.gov,2017-10-30,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
ea,abampton8q@nasa.gov,2017-04-06,I can't come into the office today I will be sick at home with a fever.
amazon,supson9w@thetimes.co.uk,2017-11-18,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
amazon,ocurrb9@fema.gov,2017-03-01,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,amcilwreathcx@amazonaws.com,2017-10-19,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
apple,alaffling52@bandcamp.com,2017-11-26,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
ea,kvinsen2t@google.nl,2017-11-06,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
google,jstalfee@marriott.com,2017-01-19,You are a great addition to the company. Keep up the good work.
amazon,bshankleg1@com.com,2017-04-23,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,bduinbleton8s@japanpost.jp,2017-11-02,I love everyone and everything about this company and the world and pizza!
microsoft,tmcveecy@tuttocitta.it,2017-05-05,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,pkwiekqi@google.co.uk,2017-03-05,You are a great addition to the company. Keep up the good work.
apple,elassenh5@technorati.com,2017-01-20,I love everyone and everything about this company and the world and pizza!
amazon,fbuttonpg@nbcnews.com,2017-07-25,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,faspgz@de.vu,2017-06-23,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
microsoft,osymondsi7@reverbnation.com,2017-08-22,I love everyone and everything about this company and the world and pizza!
apple,kmcneish7r@nsw.gov.au,2017-11-27,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
amazon,aschimekkj@theatlantic.com,2017-02-18,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
amazon,mcostan35@ted.com,2017-08-22,I can't come into the office today I will be sick at home with a fever.
ea,lgoldsonkz@google.fr,2017-04-12,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
ea,echesserkf@bing.com,2017-12-27,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,lnunsonn9@slashdot.org,2017-10-02,I love everyone and everything about this company and the world and pizza!
microsoft,wyerlett7e@yale.edu,2017-07-09,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
